"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"AQUA ORGANICS                                ";"413113";"6019964290010002";"82 PORTAGE PLACE UNIT B       ";"                         ";"FRIDAY HARBOR           ";"WA";"SAN JUAN";"982500000";"MARIJUANA PRODUCER TIER 1          ";"CLOSED (PERMANENT)";"          ";"";""
"AQUA ORGANICS                                ";"423261";"6019964290010003";"23930 OSO LOOP RD STE G       ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982235399";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3602094224";"";""
"ARBOR ENTERPRISES                            ";"416043";"6033584690010001";"86 BADGER RD                  ";"                         ";"HOQUIAM                 ";"WA";"GRAYS HARBOR";"985500000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2068525911";"";""
"ARCHANGEL BOTANICALS                         ";"413912";"6033752390010001";"24 COW TRAIL ROAD             ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988559715";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"ARTIZEN CANNABIS COMPANY                     ";"413462";"6033551430010001";"2660 WILLIAMETTE DR           ";"                         ";"LACEY                   ";"WA";"THURSTON";"985160000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2063174419";"";""
"ARTIZEN CANNABIS COMPANY                     ";"417105";"6033551430010002";"25421 MARINE DR               ";"                         ";"STANWOOD                ";"WA";"SNOHOMISH";"982929343";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"ASPEN HOLLOW                                 ";"412635";"6026671740010002";"18407 STATE ROUTE 20          ";"                         ";"WINTHROP                ";"WA";"OKANOGAN";"988620000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2087204799";"";""
"ATF FARMS                                    ";"417335";"6026923650010004";"440 GRUBB RD  STE 1           ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988010000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5098604928";"";""
"ATLAS                                        ";"412789";"6033493280010002";"747 ATLAS RD # A              ";"                         ";"VADER                   ";"WA";"LEWIS";"985930000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"ATLAS                                        ";"412790";"6033493280010003";"747 ATLAS RD STE B            ";"                         ";"VADER                   ";"WA";"LEWIS";"985930000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"ATLAS BRAND                                  ";"412788";"6033493280010001";"210 JONES RD                  ";"STE A                    ";"SEDRO WOOLLEY           ";"WA";"SKAGIT";"982840000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"ATOMIC GREEN                                 ";"413209";"6033563900010001";"6031 OLD OLYMPIC HWY SW STE A ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985129425";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3605612500";"";""
"AUNT DONNA'S                                 ";"412850";"6033510270010002";"3710 US 97 ALTERNATE          ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988010000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"AUNT DONNA'S                                 ";"412851";"6033510270010001";"1725 OCEAN AVE BUILDING 5A    ";"                         ";"RAYMOND                 ";"WA";"PACIFIC";"985779596";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"AUNT DONNA'S                                 ";"417587";"6033510270010004";"1300 S DEARBORN ST STE B      ";"                         ";"SEATTLE                 ";"WA";"KING";"981442702";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"AUNTIE ONOLICIOUS                            ";"412300";"6033477820010002";"123 BLACK BEAR RD             ";"                         ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983689621";"MARIJUANA PRODUCER TIER 1          ";"PENDING (ISSUED)";"3607740309";"";""
"AURICAG                                      ";"412118";"6033458030010001";"820 S CHARLESTOWN             ";"                         ";"SEATTLE                 ";"WA";"KING";"981340000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2062261391";"";""
"AURUM FARMS                                  ";"412110";"6033409730010001";"21516 95TH ST SE              ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982907254";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3603488489";"";""
"AUTREES NURSERY                              ";"416175";"6035197560010001";"3171 GOLDIE RD BLDG E         ";"                         ";"OAK HARBOR              ";"WA";"ISLAND";"982772732";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"2062263222";"";""
"AVITAS                                       ";"412064";"6032711860010001";"25404 STATE ROUTE 9 STE A     ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982230000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"2069531509";"";""
"AXABRA EAST                                  ";"412439";"6033491280010002";"3230 E RIVERSIDE AVE STE 111  ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"982020000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4259987057";"";""
"AYRA                                         ";"416755";"6033590570010001";"676 S INDUSTRIAL WAY          ";"                         ";"SEATTLE                 ";"WA";"KING";"981085236";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"B.S. CUSTOM FARMS                            ";"413045";"6033508040010001";"22320 W ELM LN SUITE A        ";"                         ";"MEDICAL LAKE            ";"WA";"SPOKANE";"990229663";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BABCOCK BENCH FARMS                          ";"412996";"6033542570010001";"491 ROAD 1                    ";"                         ";"QUINCY                  ";"WA";"GRANT";"988480000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"BABCOCK BENCH FARMS                          ";"414121";"6033542570010002";"1 ROAD 491 STE B              ";"                         ";"BELLEVUE                ";"WA";"KING";"980060000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"BACKWOODS ORGANIC GARDEN                     ";"412199";"6033667470010001";"5016 E ELK TO HWY RD          ";"STE A                    ";"ELK                     ";"WA";"SPOKANE";"990090000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5096717686";"";""
"BACONS BUDS                                  ";"412288";"6033503570010001";"181 KATIES LN SUITE B         ";"                         ";"WASHOUGAL               ";"WA";"SKAMANIA";"986717397";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3608371713";"";""
"BAD ASS HERBS                                ";"412626";"6031070570010001";"744 STATE ROUTE 173 UNIT B    ";"                         ";"BREWSTER                ";"WA";"DOUGLAS";"988129661";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5096866211";"";""
"BAHR FARM & NURSERY                          ";"416926";"6033504680010001";"42215 284TH AVE SE STE A      ";"STE A                    ";"ENUMCLAW                ";"WA";"KING";"980229227";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2533346892";"";""
"BAJR                                         ";"412992";"6033556550010001";"410 RONLEE LN NW A2           ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985029266";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3602925616";"";""
"BAKKHOS HOLDING                              ";"416233";"6033533760010003";"7532 WEST BOATIAN RD LOT 2    ";"                         ";"WOODINVILLE             ";"WA";"SNOHOMISH";"980720000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"BAKKHOS HOLDING                              ";"416341";"6033533760010002";"7532 WEST BOATIAN RD LOT 1    ";"                         ";"WOODINVILLE             ";"WA";"KING";"980720000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"BANANO BUDS                                  ";"415732";"6034485240010001";"211 ROWLAND ROAD              ";"                         ";"SEDRO WOOLLEY           ";"WA";"SKAGIT";"982840000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"BANG'S CANNABIS COMPANY                      ";"412402";"6035197580010001";"12917 S SHORT RD              ";"STE A                    ";"CHENEY                  ";"WA";"SPOKANE";"990049545";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5095599090";"";""
"BARE NAKED BUD                               ";"417055";"6033631150010001";"1041 INDUSTRIAL WAY           ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986321030";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3609770533";"";""
"BBB FARMS                                    ";"412601";"6033467850010001";"161 KIRKPATRICK RD            ";"                         ";"ELK                     ";"WA";"PEND OREILLE";"990099533";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5099398539";"";""
"BC LABS                                      ";"417135";"6033613880010001";"199 EASY ST                   ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"98362    ";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BC TL                                        ";"419691";"6033537640010001";"1824 RD N NE UNIT 4           ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"2063693912";"";""
"BE KIND BUDS                                 ";"416353";"6032991040010001";"1199 W CUNNINGHAM RD STE P2   ";"STE P2                   ";"OTHELLO                 ";"WA";"ADAMS";"983449004";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2067796839";"";""
"BEACON                                       ";"414038";"6032862770010002";"6021 E MANSFIELD AVE STE 100  ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"BEACON FARMS                                 ";"416717";"6033574780010001";"1512 RD 2 NW                  ";"SUITE C                  ";"MOSES LAKE              ";"WA";"GRANT";"988379824";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BEARDED BRO'S BUDS                           ";"412284";"6033503300010001";"7955 CHISHOLM TRAIL STE A     ";"                         ";"MAPLE FALLS             ";"WA";"WHATCOM";"982667822";"MARIJUANA PRODUCER TIER 1          ";"CLOSED (PERMANENT)";"          ";"";""
"BEAUSOLEIL                                   ";"416694";"6033541680010001";"7903 BEAVER VALLEY RD STE A   ";"                         ";"CHIMACUM                ";"WA";"JEFFERSON";"983250000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2253299486";"";""
"BEAUTIFUL PLANET                             ";"416622";"6022930480020001";"986 E HAMPTON RD              ";"STE #5                   ";"LIND                    ";"WA";"ADAMS";"983410000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BELLA JANE'S                                 ";"416762";"6033593520010001";"530 RONLEE LN NW STE B        ";"STE B                    ";"OLYMPIA                 ";"WA";"THURSTON";"985029270";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3603380309";"";""
"BELLADONNA                                   ";"416894";"6033606700010001";"411 E SPRAGUE AVE             ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992021537";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"5094646217";"";""
"BELLINGHAM BUD CO.                           ";"416323";"6033457080010001";"8912 KIMMIE ST SW  STE A      ";"                         ";"TUMWATER                ";"WA";"THURSTON";"985120000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"2069203637";"";""
"BERT'S BUDS LLC                              ";"416888";"6035163000010001";"7800 POSTMA ROAD   STE 5      ";"STE 5                    ";"MOXEE                   ";"WA";"YAKIMA";"989360000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"8088701439";"";""
"BEST BUD NORTHWEST                           ";"412662";"6034912450010001";"8441 OLD HIGHWAY 99 SE        ";"                         ";"TUMWATER                ";"WA";"THURSTON";"98501    ";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BEST QUALITY GARDENS                         ";"416019";"6035800290010001";"1041 INDURTRIAL WAY           ";"STE 110                  ";"LONGVIEW                ";"WA";"COWLITZ";"986320000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BEST SOURCE PRODUCERS                        ";"413613";"6033561270010001";"74 PIT RD                     ";"STE F                    ";"BREWSTER                ";"WA";"OKANOGAN";"988129676";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3602418894";"";""
"BIBI PRODUCTIONS                             ";"417046";"6033629730010001";"2008 NE 34TH PL               ";"                         ";"RENTON                  ";"WA";"KING";"980568000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BIG BELLY ACRES                              ";"413086";"6033371090010001";"7181 PIRATES COVE AVE SW #A   ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983670000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BIG BELLY ACRES                              ";"413708";"6033371090010002";"182 HERMISON RD               ";"                         ";"FORKS                   ";"WA";"CLALLAM";"983319334";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"BIG DADDY PURP CORP                          ";"416893";"6033606770010001";"2154 BUCHANAN LOOP            ";"STE A                    ";"FERNDALE                ";"WA";"WHATCOM";"982480000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"BIG RIDGE FARMS                              ";"413135";"6032989190010002";"1655 ROAD 4 NE                ";"STE A                    ";"COULEE CITY             ";"WA";"DOUGLAS";"991150000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4254429905";"";""
"BIG RIVER FARMS                              ";"415726";"6034624390010001";"7584 JAMES ST WAY STE A       ";"                         ";"FORD                    ";"WA";"STEVENS";"990138705";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5092382950";"";""
"BIGGERSTAFF BOTANY, LLLP                     ";"417070";"6033596970010002";"2257 GLENWOOD HWY             ";"                         ";"GOLDENDALE              ";"WA";"KLICKITAT";"986203017";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
